OTU ID,MH001P_S18,MH003P_S39,MH005P_S35,MH007P_S7,MH009P_S56,MH011P_S23,MH013P_S36,MH015P_S53,MH017P_S17,MH019P_S28,MH021P_S26,MH023P_S54,MH025P_S24,MH026S_S37,MH027S_S22,MH028SC_S57,MH028S_S13,MH030S_S52,MH031S_S51,MH034P_S33,MH034S_S20,MH035P_S1,MH035S_S11,MH036P_S42,MH036S_S55,MH038P_S15,MH038S_S4,MH039P_S48,MH039S_S9,MH040P_S63,MH040S_S27,MH041S_S38,MH041P_S6,MH047P_S31,MH047S_S46,MH048P_S2,MH048S_S44,MH049P_S41,MH049S_S50,MH050P_S45,MH050S_S32,MH056P_S60,MH056S_S29,MH057P_S47,MH057S_S8,MH058P_S21,MH058S_S34,MH059S_S49,MH060S_S16,MH061S_S59,MH063SR_S62,MH063S_S10
MH18_eOTU_1615,0,4,0,4,5,0,6,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,11,1,0,0,0,8,0,0,0,0,0,6,0,6,0,0,0,0,0,0
MH18_eOTU_1939,0,3,0,2,3,1,11,2,0,9,0,1,0,0,0,0,0,0,4,1,0,3,0,3,0,0,0,3,0,0,0,0,6,4,0,0,0,6,0,2,0,0,0,2,0,5,0,0,0,0,0,0
MH18_eOTU_2213,1,0,0,1,5,4,5,3,0,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,1,0,9,0,14,0,10,0,0,0,0,0,0
MH18_eOTU_4046,1,3,0,2,4,1,4,6,3,1,2,0,6,1,1,4,1,0,3,2,1,1,2,2,0,3,0,1,0,1,2,0,2,0,3,1,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0
MH18_eOTU_1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
MH18_eOTU_1619,7,0,0,0,0,0,0,0,0,0,0,0,0,10,22,10,7,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
MH18_eOTU_1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,11,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1750,0,0,0,2,5,14,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1396,2,2,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MH18_eOTU_1671,0,0,0,3,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0
MH18_eOTU_1582,4,2,0,0,1,4,2,1,6,11,2,5,2,0,2,0,0,1,2,1,0,0,0,0,0,0,4,0,0,1,0,1,0,0,5,0,0,0,1,4,3,2,2,1,0,0,0,0,0,0,0,0
MH18_eOTU_1677,0,0,0,2,2,7,9,5,3,0,3,0,6,0,2,0,2,4,1,2,0,3,0,0,0,3,0,0,0,2,5,0,1,3,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
MH18_eOTU_1716,0,0,0,7,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,1,0,3,0,8,0,0,7,3,0,5,0,4,0,6,0,1,0,2,0,1,0,0,0,0,0,0
MH18_eOTU_1811,0,0,0,1,2,4,3,7,3,0,1,1,6,0,3,3,0,3,1,1,0,0,0,0,1,3,0,1,5,0,0,4,5,3,0,0,1,0,0,1,0,1,0,2,0,4,0,0,0,0,0,0
MH18_eOTU_2355,2,1,0,5,9,4,4,7,0,0,5,7,0,0,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,0,0
MH18_eOTU_4215,6,0,0,3,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,13,0,0,3,8,0,0,0,8,0,4,0,0,0,0,0,11,0,0,0,0,0,0
MH18_eOTU_3075,0,1,0,7,0,7,4,4,2,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1486,3,0,0,0,0,0,0,0,0,0,0,0,0,13,4,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,34,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1432,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
MH18_eOTU_1416,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,48,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1371,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
MH18_eOTU_1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
MH18_eOTU_1543,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,4,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1547,1,4,0,9,0,0,0,0,0,0,0,0,0,14,6,15,0,0,0,7,0,0,0,6,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1588,4,5,0,3,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,7,6,3,0,0,1,0,4,0,0,0,0,0,3,0,0,0,0,0,0
MH18_eOTU_1429,0,0,0,0,3,6,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1529,1,0,1,0,4,2,3,4,0,0,4,0,3,0,0,0,0,0,0,3,0,3,0,0,0,7,0,2,0,19,0,0,1,1,0,3,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0
MH18_eOTU_1642,0,4,7,0,1,3,2,11,3,0,5,0,1,0,0,2,0,1,3,3,0,0,0,0,0,0,0,5,0,2,0,0,4,0,5,0,0,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2531,0,0,0,0,3,1,0,0,3,0,3,4,0,0,2,6,0,8,5,0,0,0,6,4,0,0,0,0,0,1,0,1,3,0,4,0,0,0,9,0,0,1,0,0,4,0,1,0,0,0,0,0
MH18_eOTU_1513,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1454,13,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MH18_eOTU_1503,3,0,0,1,8,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,23,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,3,0,2,0,1,0,5,0,0,0,0,0,0,0,0
MH18_eOTU_2046,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1466,0,6,0,0,0,0,3,0,0,0,0,0,0,0,11,0,38,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MH18_eOTU_1554,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0
MH18_eOTU_1546,0,7,0,0,0,4,0,0,0,0,0,0,0,0,8,22,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1522,0,0,0,0,5,0,0,0,0,2,0,3,11,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,25,0,0,9,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0
MH18_eOTU_1479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,25,0,0,8,0,1,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1460,1,4,0,1,7,2,4,1,0,0,0,0,1,0,3,1,0,0,2,0,0,0,2,1,0,3,0,4,0,9,0,0,6,3,0,0,0,2,0,0,0,0,0,3,0,6,2,0,0,0,0,0
MH18_eOTU_1489,0,1,0,4,4,0,2,4,4,0,0,3,3,3,2,2,0,0,2,6,0,0,0,0,0,3,0,0,0,2,0,0,1,0,3,0,1,2,10,3,0,0,0,0,0,3,0,0,0,0,0,0
MH18_eOTU_1541,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1552,3,0,0,0,2,3,4,1,3,1,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,3,0,1,23,0,0,2,2,0,2,1,0,0,0,1,0,4,1,1,0,3,0,0,0,0,0,0
MH18_eOTU_1564,0,0,0,0,9,2,0,1,0,0,2,0,11,0,0,0,0,5,0,1,0,0,0,0,0,1,0,9,0,0,0,0,3,2,0,1,0,6,0,0,0,0,0,9,0,6,0,0,0,0,0,0
MH18_eOTU_1613,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,61
MH18_eOTU_1629,0,0,3,7,0,5,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,7,0,0,2,4,0,0,0,7,0,10,0,0,2,6,0,3,0,0,0,0,0,0
MH18_eOTU_1711,2,4,0,0,4,2,6,0,1,4,5,3,3,3,2,0,0,1,0,3,0,5,0,3,0,5,1,0,0,0,1,0,0,4,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0
MH18_eOTU_2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,7,0,0,0,0,43,0,0,0,0
MH18_eOTU_1475,16,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1504,8,0,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1695,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,26,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1617,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,27,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1821,0,1,0,0,0,0,0,0,0,0,0,0,0,6,24,19,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1877,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1410,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,35,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1562,0,0,0,0,2,2,0,0,0,0,0,1,15,0,0,0,0,9,1,11,0,0,0,0,0,3,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
MH18_eOTU_1579,3,0,0,8,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,0,1,0,0,4,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0
MH18_eOTU_1636,3,0,0,4,1,2,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,3,0,2,0,10,0,0,1,3,0,0,0,0,12,10,0,2,1,2,2,0,0,0,0,0,0,0
MH18_eOTU_1772,0,1,0,0,8,3,8,8,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,6,0,0,0,0,1,0,0,0,12,0,2,0,3,0,0,0,0,0,0
MH18_eOTU_1808,0,0,0,0,0,0,0,11,9,7,0,0,0,12,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
MH18_eOTU_1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2457,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,25,10,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1558,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,56,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1518,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1468,3,0,0,5,0,2,5,3,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,3,0,6,0,0,5,1,0,0,0,3,0,6,0,0,0,2,0,8,0,0,0,0,0,0
MH18_eOTU_1731,0,0,0,4,6,4,3,1,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,4,0,7,0,0,0,5,0,0,4,1,2,0,0,1,0,4,0,2,3,4,0,4,0,0,0,0,0,0
MH18_eOTU_1949,0,0,0,1,9,3,2,0,1,4,1,2,10,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,2,4,0,0,0,4,0,5,0,4,0,2,0,3,0,0,0,0,0,0
MH18_eOTU_2284,0,0,0,3,12,7,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,1,0,3,0,1,0,12,0,13,0,0,0,0,0,0
MH18_eOTU_1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,1,2,0
MH18_eOTU_1780,0,4,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
MH18_eOTU_1639,29,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,2,1,0,0,0,0,0,0,0,0,0
MH18_eOTU_1707,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1545,0,1,0,0,2,3,2,3,2,5,2,9,0,1,0,2,0,0,0,0,0,0,5,3,2,0,0,0,0,2,1,0,0,0,1,1,0,2,2,2,0,0,2,0,6,4,0,0,0,0,0,0
MH18_eOTU_1566,12,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,6,1,0,0,14,0,0,0,0,0,3,0,1,0,0,0,0,0,0
MH18_eOTU_1568,0,0,3,2,7,0,2,3,1,3,3,4,3,0,9,1,1,1,2,6,0,4,0,0,0,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2260,0,0,6,0,5,1,2,3,0,0,2,1,6,0,2,3,1,3,3,5,0,0,0,0,0,0,0,4,0,2,0,0,1,0,1,1,0,0,4,1,0,0,0,5,0,3,0,0,0,0,0,0
MH18_eOTU_1688,0,0,0,0,0,0,2,0,4,0,3,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MH18_eOTU_1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0
MH18_eOTU_1672,3,1,0,0,5,0,0,0,0,0,0,0,0,5,4,19,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1577,8,4,33,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1610,1,2,0,29,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1666,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,51,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1705,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0
MH18_eOTU_1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
MH18_eOTU_1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,33,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,0,0,0,0
MH18_eOTU_1536,1,0,0,0,3,0,7,1,0,1,4,3,0,0,0,2,3,1,0,1,0,0,0,2,0,1,0,2,0,1,0,0,12,0,0,0,0,3,5,0,1,0,0,5,0,5,0,0,0,0,0,0
MH18_eOTU_1650,4,0,10,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,9,0,17,0,0,0,2,0,6,0,0,0,0,0,0
MH18_eOTU_1652,0,0,0,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0
MH18_eOTU_1694,10,0,0,3,0,4,5,0,0,2,2,1,1,0,0,3,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,6,0,1,4,0,5,3,2,0,0,0,2,0,3,0,0,0,0,0,0
MH18_eOTU_1708,0,0,2,0,7,2,0,3,0,0,2,0,5,0,1,0,3,0,9,7,0,2,3,0,1,3,0,0,0,0,0,1,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1756,5,0,0,0,0,1,0,3,1,2,3,0,4,1,1,1,0,0,1,1,0,0,0,3,0,2,0,2,0,4,1,0,6,0,0,0,0,4,6,4,0,3,0,2,0,3,0,0,0,0,0,0
MH18_eOTU_1758,1,0,0,0,1,1,9,2,1,0,3,0,1,0,2,0,0,3,0,6,0,0,0,0,0,0,0,6,0,1,0,0,9,0,0,0,0,3,0,3,0,4,1,4,0,1,0,2,0,0,0,0
MH18_eOTU_1926,0,0,0,3,0,0,0,0,1,1,1,3,3,0,1,2,0,0,0,2,0,10,3,0,0,0,0,3,11,0,1,5,0,0,0,1,2,0,2,5,0,2,0,0,0,2,0,0,0,0,0,0
MH18_eOTU_2549,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
MH18_eOTU_1597,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0
MH18_eOTU_1514,2,11,0,0,4,0,2,0,2,0,0,0,0,1,5,8,17,0,0,1,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1521,18,3,0,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0
MH18_eOTU_1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,24,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1698,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,8,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1424,3,4,35,3,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1516,0,0,0,8,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,3,0,5,0,0,0,0,0,0
MH18_eOTU_1555,8,0,0,0,0,0,0,0,0,0,0,0,0,4,5,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1590,7,7,0,0,0,0,0,0,0,0,0,0,0,0,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_2209,0,1,0,0,0,0,0,0,0,0,0,0,0,8,26,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MH18_eOTU_1749,0,0,4,1,5,1,3,3,0,0,5,1,9,0,7,0,0,2,9,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,0
MH18_eOTU_2178,0,0,0,0,2,2,0,0,2,1,5,4,1,0,1,3,0,8,5,4,0,1,5,0,0,1,1,1,11,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
